COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W32,H1500W33,H1500W34,H1500W35,H1500W36,H1500W37,H1500W38,H1500W42,H3000W31,H3000W32,H3000W34,H3000W35,H3000W36,H3000W37,H3000W38,H3000W39,H3000W42
60005,COOK,GRAVID TRAP,24,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,37,2014,COOK_37_2014,1737,9/9/14,PID000211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,1,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,37,2014,COOK_37_2014,1792,9/11/14,PID000215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,22,2014,COOK_22_2014,185,5/29/14,PID000217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,23,2014,COOK_23_2014,196,6/2/14,PID000228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,23,2014,COOK_23_2014,219,6/2/14,PID000245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,23,2014,COOK_23_2014,235,6/4/14,PID000258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,23,2014,COOK_23_2014,260,6/4/14,PID000277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,37,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,23,2014,COOK_23_2014,274,6/6/14,PID000291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,23,2014,COOK_23_2014,300,6/6/14,PID000315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,24,2014,COOK_24_2014,316,6/9/14,PID000323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,7,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,24,2014,COOK_24_2014,356,6/10/14,PID000355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,24,2014,COOK_24_2014,377,6/12/14,PID000372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,25,2014,COOK_25_2014,410,6/16/14,PID000401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,25,2014,COOK_25_2014,429,6/16/14,PID000414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,25,2014,COOK_25_2014,433,6/18/14,PID000422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,25,2014,COOK_25_2014,468,6/18/14,PID000440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,27,2014,COOK_27_2014,637,6/30/14,PID000565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,27,2014,COOK_27_2014,638,6/30/14,PID000567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,27,2014,COOK_27_2014,669,7/2/14,PID000600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,28,2014,COOK_28_2014,698,7/7/14,PID000630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,28,2014,COOK_28_2014,734,7/8/14,PID000654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,28,2014,COOK_28_2014,735,7/8/14,PID000655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,28,2014,COOK_28_2014,768,7/9/14,PID000678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,48,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,28,2014,COOK_28_2014,786,7/10/14,PID000692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,38,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,28,2014,COOK_28_2014,814,7/11/14,PID000711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2014,COOK_29_2014,825,7/14/14,PID000721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2014,COOK_29_2014,826,7/14/14,PID000722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,32,Female,PCRWNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2014,COOK_29_2014,865,7/15/14,PID000740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,46,Female,PCRWNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2014,COOK_29_2014,901,7/16/14,PID000755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,45,Female,PCRWNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2014,COOK_29_2014,909,7/17/14,PID000758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,22,2014,COOK_22_2014,93,5/27/14,PID000765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,54,Female,PCRWNV,POSITIVE,1,-87.998563,42.083591,Culex,29,2014,COOK_29_2014,931,7/18/14,PID000766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,22,2014,COOK_22_2014,94,5/27/14,PID000770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.998563,42.083591,Culex,30,2014,COOK_30_2014,980,7/21/14,PID000786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.998563,42.083591,Culex,30,2014,COOK_30_2014,981,7/21/14,PID000787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.998563,42.083591,Culex,30,2014,COOK_30_2014,995,7/22/14,PID000795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9535,42.0117,Culex,30,2014,COOK_30_2014,1003,7/22/14,PID000798,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,45,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,30,2014,COOK_30_2014,1008,7/22/14,PID000805,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,30,2014,COOK_30_2014,1013,7/22/14,PID000814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,30,2014,COOK_30_2014,1032,7/23/14,PID000830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,41,Female,PCRWNV,POSITIVE,1,-87.9535,42.0117,Culex,30,2014,COOK_30_2014,1037,7/23/14,PID000832,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,52,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,30,2014,COOK_30_2014,1049,7/25/14,PID000842,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,22,2014,COOK_22_2014,105,5/27/14,PID000843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,-87.9535,42.0117,Culex,30,2014,COOK_30_2014,1050,7/24/14,PID000844,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,46,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,30,2014,COOK_30_2014,1053,7/24/14,PID000846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,30,2014,COOK_30_2014,1073,7/25/14,PID000856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9535,42.0117,Culex,30,2014,COOK_30_2014,1075,7/25/14,PID000858,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,22,2014,COOK_22_2014,109,5/27/14,PID000868,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,31,2014,COOK_31_2014,1090,7/28/14,PID000870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,31,2014,COOK_31_2014,1091,7/28/14,PID000872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9535,42.0117,Culex,31,2014,COOK_31_2014,1105,7/28/14,PID000880,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9535,42.0117,Culex,31,2014,COOK_31_2014,1106,7/28/14,PID000881,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,31,2014,COOK_31_2014,1109,7/28/14,PID000883,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,22,2014,COOK_22_2014,111,5/27/14,PID000885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,31,2014,COOK_31_2014,1110,7/28/14,PID000887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,43,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,22,2014,COOK_22_2014,112,5/27/14,PID000889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9535,42.0117,Culex,31,2014,COOK_31_2014,1132,7/29/14,PID000900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,31,2014,COOK_31_2014,1133,7/29/14,PID000901,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,31,2014,COOK_31_2014,1134,7/29/14,PID000903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,31,2014,COOK_31_2014,1145,7/30/14,PID000907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9535,42.0117,Culex,31,2014,COOK_31_2014,1148,7/30/14,PID000909,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,27,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,31,2014,COOK_31_2014,1170,7/31/14,PID000927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,20,Female,PCRWNV,POSITIVE,1,-87.9535,42.0117,Culex,31,2014,COOK_31_2014,1175,7/31/14,PID000931,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,31,2014,COOK_31_2014,1181,7/31/14,PID000936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,46,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,22,2014,COOK_22_2014,130,5/27/14,PID000984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,41,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,22,2014,COOK_22_2014,133,5/27/14,PID000996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,32,2014,COOK_32_2014,1367,8/8/14,PID001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,37,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,32,2014,COOK_32_2014,1368,8/8/14,PID001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,57,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,33,2014,COOK_33_2014,1374,8/11/14,PID001008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,40,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,32,2014,COOK_32_2014,1377,8/8/14,PID001009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,19,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,22,2014,COOK_22_2014,138,5/27/14,PID001010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,33,2014,COOK_33_2014,1412,8/11/14,PID001022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,33,2014,COOK_33_2014,1413,8/11/14,PID001024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,40,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,33,2014,COOK_33_2014,1420,8/11/14,PID001027,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,35,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,33,2014,COOK_33_2014,1433,8/12/14,PID001034,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,33,2014,COOK_33_2014,1434,8/12/14,PID001035,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,56,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,33,2014,COOK_33_2014,1445,8/12/14,PID001043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,33,2014,COOK_33_2014,1469,8/14/14,PID001053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,41,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,22,2014,COOK_22_2014,147,5/27/14,PID001056,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,27,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,33,2014,COOK_33_2014,1473,8/14/14,PID001058,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,35,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,33,2014,COOK_33_2014,1474,8/14/14,PID001059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,28,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,33,2014,COOK_33_2014,1489,8/14/14,PID001061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,22,2014,COOK_22_2014,150,5/27/14,PID001070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,54,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,34,2014,COOK_34_2014,1504,8/19/14,PID001071,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,49,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,34,2014,COOK_34_2014,1506,8/19/14,PID001072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-88.04102,42.00442,Culex,34,2014,COOK_34_2014,1513,8/19/14,PID001074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,51,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,34,2014,COOK_34_2014,1529,8/19/14,PID001075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,47,Female,RAMP WNV,POSITIVE,1,-88.04102,42.00442,Culex,34,2014,COOK_34_2014,1565,8/20/14,PID001086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,51,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,34,2014,COOK_34_2014,1566,8/21/14,PID001087,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,26,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,34,2014,COOK_34_2014,1567,8/20/14,PID001088,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,35,2014,COOK_35_2014,1612,8/25/14,PID001104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,35,2014,COOK_35_2014,1613,8/25/14,PID001105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,35,2014,COOK_35_2014,1614,8/25/14,PID001106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.97607,42.02747,Culex,35,2014,COOK_35_2014,1615,8/25/14,PID001108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.97607,42.02747,Culex,35,2014,COOK_35_2014,1616,8/25/14,PID001109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
