COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W31,H1500W33,H1500W34,H3000W34
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,33,2009,COOK_33_2009,615,8/16/09,PID000544,0,0,0,0
60005,COOK,GRAVID TRAP,31,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,33,2009,COOK_33_2009,616,8/16/09,PID000546,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,33,2009,COOK_33_2009,651,8/18/09,PID000579,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,33,2009,COOK_33_2009,652,8/18/09,PID000582,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,33,2009,COOK_33_2009,653,8/18/09,PID000583,0,0,0,0
60005,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,33,2009,COOK_33_2009,660,8/19/09,PID000590,0,0,0,0
60005,COOK,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,33,2009,COOK_33_2009,661,8/19/09,PID000592,0,0,0,0
60005,COOK,GRAVID TRAP,59,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,33,2009,COOK_33_2009,686,8/20/09,PID000621,0,0,0,0
60005,COOK,GRAVID TRAP,41,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,34,2009,COOK_34_2009,693,8/23/09,PID000628,0,0,0,0
60005,COOK,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,34,2009,COOK_34_2009,722,8/26/09,PID000642,0,0,0,0
60005,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,34,2009,COOK_34_2009,723,8/26/09,PID000643,0,0,0,0
60005,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,34,2009,COOK_34_2009,724,8/26/09,PID000645,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,23,2009,COOK_23_2009,75,6/7/09,PID000667,0,0,0,0
60005,COOK,GRAVID TRAP,31,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,34,2009,COOK_34_2009,756,8/27/09,PID000673,0,0,0,0
60005,COOK,GRAVID TRAP,35,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,35,2009,COOK_35_2009,757,8/30/09,PID000674,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,23,2009,COOK_23_2009,76,6/7/09,PID000675,0,0,0,0
60005,COOK,GRAVID TRAP,26,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,36,2009,COOK_36_2009,784,9/8/09,PID000689,0,0,0,0
60005,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,36,2009,COOK_36_2009,785,9/9/09,PID000690,0,0,0,0
60005,COOK,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,37,2009,COOK_37_2009,806,9/14/09,PID000709,0,0,0,0
60005,COOK,GRAVID TRAP,15,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,38,2009,COOK_38_2009,833,9/20/09,PID000727,0,0,0,0
60005,COOK,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,38,2009,COOK_38_2009,847,9/23/09,PID000732,0,0,0,0
60007,COOK,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,23,2009,COOK_23_2009,113,6/10/09,PID000899,0,0,0,0
60007,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,23,2009,COOK_23_2009,114,6/10/09,PID000904,0,0,0,0
60007,COOK,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,23,2009,COOK_23_2009,115,6/10/09,PID000910,0,0,0,0
60007,COOK,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,24,2009,COOK_24_2009,147,6/14/09,PID001055,0,0,0,0
60007,COOK,GRAVID TRAP,26,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,24,2009,COOK_24_2009,168,6/17/09,PID001134,0,0,0,0
60007,COOK,GRAVID TRAP,39,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,24,2009,COOK_24_2009,169,6/17/09,PID001143,0,0,0,0
60007,COOK,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,25,2009,COOK_25_2009,196,6/21/09,PID001216,0,0,0,0
60007,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,25,2009,COOK_25_2009,197,6/21/09,PID001218,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,25,2009,COOK_25_2009,222,6/24/09,PID001254,0,0,0,0
60007,COOK,GRAVID TRAP,27,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,26,2009,COOK_26_2009,241,6/28/09,PID001286,0,0,0,0
60007,COOK,GRAVID TRAP,52,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,26,2009,COOK_26_2009,242,6/28/09,PID001288,0,0,0,0
60007,COOK,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2009,COOK_27_2009,263,7/5/09,PID001314,0,0,0,0
60007,COOK,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,27,2009,COOK_27_2009,264,7/5/09,PID001315,0,0,0,0
60007,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,27,2009,COOK_27_2009,291,7/8/09,PID001359,0,0,0,0
60007,COOK,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2009,COOK_27_2009,292,7/8/09,PID001360,0,0,0,0
60007,COOK,GRAVID TRAP,28,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2009,COOK_27_2009,293,7/8/09,PID001361,0,0,0,0
60007,COOK,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,28,2009,COOK_28_2009,322,7/12/09,PID001414,0,0,0,0
60007,COOK,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,28,2009,COOK_28_2009,351,7/15/09,PID001462,0,0,0,0
60007,COOK,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,28,2009,COOK_28_2009,352,7/15/09,PID001464,0,0,0,0
60007,COOK,GRAVID TRAP,27,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,28,2009,COOK_28_2009,353,7/15/09,PID001467,0,0,0,0
60007,COOK,GRAVID TRAP,24,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,22,2009,COOK_22_2009,36,5/31/09,PID001478,0,0,0,0
60007,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,22,2009,COOK_22_2009,37,5/31/09,PID001498,0,0,0,0
60007,COOK,GRAVID TRAP,43,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,29,2009,COOK_29_2009,375,7/19/09,PID001505,0,0,0,0
60007,COOK,GRAVID TRAP,13,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2009,COOK_29_2009,376,7/19/09,PID001509,0,0,0,0
60007,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,29,2009,COOK_29_2009,377,7/19/09,PID001511,0,0,0,0
60007,COOK,GRAVID TRAP,34,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,22,2009,COOK_22_2009,38,5/31/09,PID001516,0,0,0,0
60007,COOK,GRAVID TRAP,34,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,22,2009,COOK_22_2009,39,5/31/09,PID001529,0,0,0,0
60007,COOK,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,29,2009,COOK_29_2009,406,7/22/09,PID001556,0,0,0,0
60007,COOK,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,29,2009,COOK_29_2009,407,7/22/09,PID001558,0,0,0,0
60007,COOK,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2009,COOK_29_2009,408,7/22/09,PID001560,0,0,0,0
60007,COOK,GRAVID TRAP,39,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2009,COOK_29_2009,409,7/22/09,PID001564,0,0,0,0
60007,COOK,GRAVID TRAP,39,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,30,2009,COOK_30_2009,439,7/26/09,PID001624,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,30,2009,COOK_30_2009,440,7/26/09,PID001626,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,30,2009,COOK_30_2009,441,7/26/09,PID001630,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,30,2009,COOK_30_2009,442,7/26/09,PID001633,0,0,0,0
60007,COOK,GRAVID TRAP,15,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,30,2009,COOK_30_2009,443,7/26/09,PID001636,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,30,2009,COOK_30_2009,471,7/26/09,PID001691,0,0,0,0
60007,COOK,GRAVID TRAP,45,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,30,2009,COOK_30_2009,490,7/29/09,PID001723,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,30,2009,COOK_30_2009,491,7/29/09,PID001725,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,30,2009,COOK_30_2009,492,7/29/09,PID001726,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,30,2009,COOK_30_2009,493,7/29/09,PID001727,0,0,0,0
60007,COOK,GRAVID TRAP,24,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,30,2009,COOK_30_2009,494,7/29/09,PID001728,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.04102,42.00442,Culex,30,2009,COOK_30_2009,517,7/29/09,PID001767,0,0,0,0
60007,COOK,GRAVID TRAP,67,Female,VECWNV,NEGATIVE,0,-87.953531,42.01279,Culex,30,2009,COOK_30_2009,518,7/29/09,PID001771,0,0,0,0
60007,COOK,GRAVID TRAP,43,Female,RAMP WNV,POSITIVE,1,-87.953531,42.01279,Culex,31,2009,COOK_31_2009,527,8/2/09,PID001788,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,31,2009,COOK_31_2009,536,8/2/09,PID001798,0,0,0,0
60007,COOK,GRAVID TRAP,45,Female,RAMP WNV,POSITIVE,1,-87.953531,42.01279,Culex,31,2009,COOK_31_2009,537,8/2/09,PID001799,0,0,0,0
60007,COOK,GRAVID TRAP,16,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,31,2009,COOK_31_2009,538,8/2/09,PID001802,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,31,2009,COOK_31_2009,543,8/4/09,PID001813,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.953531,42.01279,Culex,31,2009,COOK_31_2009,544,8/4/09,PID001816,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,31,2009,COOK_31_2009,545,8/4/09,PID001817,0,0,0,0
60007,COOK,GRAVID TRAP,40,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,31,2009,COOK_31_2009,546,8/4/09,PID001821,0,0,0,0
60007,COOK,GRAVID TRAP,40,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,32,2009,COOK_32_2009,561,8/9/09,PID001849,0,0,0,0
60007,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,32,2009,COOK_32_2009,582,8/11/09,PID001876,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,32,2009,COOK_32_2009,583,8/11/09,PID001880,0,0,0,0
60007,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,32,2009,COOK_32_2009,584,8/11/09,PID001882,0,0,0,0
60007,COOK,GRAVID TRAP,24,Female,PCRWNV,POSITIVE,1,-88.04102,42.00442,Culex,32,2009,COOK_32_2009,597,8/12/09,PID001898,0,0,0,0
60007,COOK,GRAVID TRAP,20,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,32,2009,COOK_32_2009,598,8/12/09,PID001900,0,0,0,0
60007,COOK,GRAVID TRAP,23,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,32,2009,COOK_32_2009,599,8/12/09,PID001902,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,33,2009,COOK_33_2009,619,8/16/09,PID001947,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,33,2009,COOK_33_2009,620,8/16/09,PID001950,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,33,2009,COOK_33_2009,621,8/16/09,PID001953,0,0,0,0
60007,COOK,GRAVID TRAP,27,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,33,2009,COOK_33_2009,629,8/16/09,PID001963,0,0,0,0
60007,COOK,GRAVID TRAP,68,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,33,2009,COOK_33_2009,630,8/16/09,PID001969,0,0,0,0
60007,COOK,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,22,2009,COOK_22_2009,65,6/3/09,PID002005,0,0,0,0
60007,COOK,GRAVID TRAP,32,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,22,2009,COOK_22_2009,66,6/3/09,PID002025,0,0,0,0
60007,COOK,GRAVID TRAP,27,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,33,2009,COOK_33_2009,669,8/19/09,PID002042,0,0,0,0
60007,COOK,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,33,2009,COOK_33_2009,670,8/18/09,PID002044,0,0,0,0
60007,COOK,GRAVID TRAP,23,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,33,2009,COOK_33_2009,671,8/18/09,PID002045,0,0,0,0
60007,COOK,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,33,2009,COOK_33_2009,672,8/19/09,PID002046,0,0,0,0
60007,COOK,GRAVID TRAP,12,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,33,2009,COOK_33_2009,688,8/20/09,PID002076,0,0,0,0
60007,COOK,GRAVID TRAP,44,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,34,2009,COOK_34_2009,700,8/23/09,PID002098,0,0,0,0
60007,COOK,GRAVID TRAP,24,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,34,2009,COOK_34_2009,701,8/23/09,PID002099,0,0,0,0
60007,COOK,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,34,2009,COOK_34_2009,702,8/23/09,PID002102,0,0,0,0
60007,COOK,GRAVID TRAP,15,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,34,2009,COOK_34_2009,734,8/25/09,PID002157,0,0,0,0
60007,COOK,GRAVID TRAP,15,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,34,2009,COOK_34_2009,735,8/26/09,PID002159,0,0,0,0
60007,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,34,2009,COOK_34_2009,736,8/26/09,PID002162,0,0,0,0
60007,COOK,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,35,2009,COOK_35_2009,760,8/30/09,PID002196,0,0,0,0
