COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W30,H1500W31,H1500W32,H1500W33,H1500W34,H1500W35,H1500W36,H1500W37,H1500W38,H1500W42,H3000W18,H3000W30,H3000W31,H3000W32,H3000W33,H3000W34,H3000W35,H3000W36,H3000W37,H3000W38,H3000W40,H3000W49
62910,MASSAC,GRAVID TRAP,22,Female,VECWNV,NEGATIVE,0,-88.59312,37.14014,Unknown,30,2016,MASSAC_30_2016,MA-20,7/25/16,PID191852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62910,MASSAC,GRAVID TRAP,24,Female,VECWNV,NEGATIVE,0,-88.59312,37.14014,Unknown,32,2016,MASSAC_32_2016,MA-23,8/8/16,PID191853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62910,MASSAC,GRAVID TRAP,29,Female,VECWNV,NEGATIVE,0,-88.59312,37.14014,Unknown,33,2016,MASSAC_33_2016,MA-25,8/18/16,PID191854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62910,MASSAC,GRAVID TRAP,48,Female,VECWNV,NEGATIVE,0,-88.59312,37.14014,Unknown,34,2016,MASSAC_34_2016,MA-27,8/22/16,PID191855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62910,MASSAC,GRAVID TRAP,53,Female,VECWNV,NEGATIVE,0,-88.59312,37.14014,Unknown,36,2016,MASSAC_36_2016,MA-28,9/6/16,PID191856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62910,MASSAC,GRAVID TRAP,60,Female,VECWNV,NEGATIVE,0,-88.59312,37.14014,Unknown,32,2016,MASSAC_32_2016,MA-32,8/12/16,PID191857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62910,MASSAC,GRAVID TRAP,55,Female,VECWNV,NEGATIVE,0,-88.59312,37.14014,Unknown,37,2016,MASSAC_37_2016,MA-33,9/12/16,PID191858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62910,MASSAC,GRAVID TRAP,60,Female,VECWNV,NEGATIVE,0,-88.59312,37.14014,Unknown,38,2016,MASSAC_38_2016,MA-37,9/20/16,PID191859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62910,MASSAC,GRAVID TRAP,60,Female,VECWNV,NEGATIVE,0,-88.59312,37.14014,Unknown,38,2016,MASSAC_38_2016,MA-38,9/20/16,PID191860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,60,Female,VECWNV,NEGATIVE,0,-89.10846,37.16887,Unknown,22,2016,PULASKI_22_2016,PU-01,5/30/16,PID194422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,60,Female,VECWNV,NEGATIVE,0,-89.10846,37.16887,Unknown,22,2016,PULASKI_22_2016,PU-02,5/30/16,PID194424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.10846,37.16887,Unknown,22,2016,PULASKI_22_2016,PU-03,5/30/16,PID194425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,46,Female,VECWNV,NEGATIVE,0,-89.10846,37.16887,Unknown,24,2016,PULASKI_24_2016,PU-05,6/13/16,PID194427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-89.10846,37.16887,Unknown,25,2016,PULASKI_25_2016,PU-08,6/20/16,PID194430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-89.10846,37.16887,Unknown,26,2016,PULASKI_26_2016,PU-09,6/28/16,PID194431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,9,Female,VECWNV,NEGATIVE,0,-89.10846,37.16887,Unknown,29,2016,PULASKI_29_2016,PU-11,7/18/16,PID194432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,19,Female,VECWNV,NEGATIVE,0,-89.10846,37.16887,Unknown,30,2016,PULASKI_30_2016,PU-13,7/25/16,PID194435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,25,Female,VECWNV,NEGATIVE,0,-89.10846,37.16887,Unknown,33,2016,PULASKI_33_2016,PU-18,8/18/16,PID194438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,-89.10846,37.16887,Unknown,35,2016,PULASKI_35_2016,PU-20,8/29/16,PID194441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,33,Female,VECWNV,NEGATIVE,0,-89.10846,37.16887,Unknown,36,2016,PULASKI_36_2016,PU-21,9/6/16,PID194442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,27,Female,VECWNV,NEGATIVE,0,-89.10846,37.16887,Unknown,37,2016,PULASKI_37_2016,PU-24,9/12/16,PID194443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,38,Female,VECWNV,NEGATIVE,0,-89.10846,37.16887,Unknown,38,2016,PULASKI_38_2016,PU-26,9/20/16,PID194444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62929,ALEXANDER,GRAVID TRAP,53,Female,VECWNV,NEGATIVE,0,-89.155949,37.175423,Unknown,34,2016,ALEXANDER_34_2016,003-02,8/22/16,PID192032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62929,ALEXANDER,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.155949,37.175423,Unknown,35,2016,ALEXANDER_35_2016,003-03,8/29/16,PID192033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62929,ALEXANDER,GRAVID TRAP,51,Female,VECWNV,NEGATIVE,0,-89.155949,37.175423,Unknown,35,2016,ALEXANDER_35_2016,003-04,8/29/16,PID192034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62929,ALEXANDER,GRAVID TRAP,28,Female,VECWNV,NEGATIVE,0,-89.155949,37.175423,Unknown,33,2016,ALEXANDER_33_2016,AL-01,8/18/16,PID192035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62929,ALEXANDER,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.155949,37.175423,Unknown,36,2016,ALEXANDER_36_2016,AL-02,9/6/16,PID192036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62929,ALEXANDER,GRAVID TRAP,36,Female,VECWNV,NEGATIVE,0,-89.155949,37.175423,Unknown,36,2016,ALEXANDER_36_2016,AL-03,9/6/16,PID192037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62929,ALEXANDER,GRAVID TRAP,42,Female,VECWNV,NEGATIVE,0,-89.155949,37.175423,Unknown,37,2016,ALEXANDER_37_2016,AL-04,9/12/16,PID192038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62929,ALEXANDER,GRAVID TRAP,62,Female,VECWNV,NEGATIVE,0,-89.155949,37.175423,Unknown,38,2016,ALEXANDER_38_2016,AL-05,9/20/16,PID192039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62908,JOHNSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.56272,37.19466,Unknown,27,2016,JOHNSON_27_2016,JO-01,7/5/16,PID191816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62908,JOHNSON,GRAVID TRAP,53,Female,VECWNV,NEGATIVE,0,-88.56272,37.19466,Unknown,27,2016,JOHNSON_27_2016,JO-03,7/5/16,PID191818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62908,JOHNSON,GRAVID TRAP,48,Female,VECWNV,NEGATIVE,0,-88.56272,37.19466,Unknown,29,2016,JOHNSON_29_2016,JO-04,7/18/16,PID191820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62908,JOHNSON,GRAVID TRAP,19,Female,VECWNV,NEGATIVE,0,-88.56272,37.19466,Unknown,31,2016,JOHNSON_31_2016,JO-05,8/1/16,PID191822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62908,JOHNSON,GRAVID TRAP,33,Female,VECWNV,NEGATIVE,0,-88.56272,37.19466,Unknown,32,2016,JOHNSON_32_2016,JO-06,8/8/16,PID191824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62908,JOHNSON,GRAVID TRAP,47,Female,VECWNV,NEGATIVE,0,-88.56272,37.19466,Unknown,33,2016,JOHNSON_33_2016,JO-07,8/18/16,PID191826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62908,JOHNSON,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-88.56272,37.19466,Unknown,34,2016,JOHNSON_34_2016,JO-08,8/22/16,PID191828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62908,JOHNSON,GRAVID TRAP,52,Female,VECWNV,NEGATIVE,0,-88.56272,37.19466,Unknown,36,2016,JOHNSON_36_2016,JO-09,9/6/16,PID191830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62956,PULASKI,GRAVID TRAP,47,Female,VECWNV,NEGATIVE,0,-89.033387,37.266738,Unknown,24,2016,PULASKI_24_2016,PU-06,6/13/16,PID192746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62956,PULASKI,GRAVID TRAP,22,Female,VECWNV,NEGATIVE,0,-88.9668,37.283442,Unknown,24,2016,PULASKI_24_2016,PU-07,6/13/16,PID192748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62956,PULASKI,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-88.9668,37.283442,Unknown,26,2016,PULASKI_26_2016,PU-10,6/28/16,PID192752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62956,PULASKI,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-88.9668,37.283442,Unknown,29,2016,PULASKI_29_2016,PU-12,7/18/16,PID192756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62956,PULASKI,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-88.9668,37.283442,Unknown,30,2016,PULASKI_30_2016,PU-14,7/25/16,PID192759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62956,PULASKI,GRAVID TRAP,38,Female,VECWNV,NEGATIVE,0,-88.9668,37.283442,Unknown,31,2016,PULASKI_31_2016,PU-16,8/1/16,PID192764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62956,PULASKI,GRAVID TRAP,55,Female,VECWNV,NEGATIVE,0,-88.9668,37.283442,Unknown,33,2016,PULASKI_33_2016,PU-17,8/18/16,PID192766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62956,PULASKI,GRAVID TRAP,19,Female,VECWNV,NEGATIVE,0,-88.9668,37.283442,Unknown,34,2016,PULASKI_34_2016,PU-19,8/22/16,PID192767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62956,PULASKI,GRAVID TRAP,9,Female,VECWNV,NEGATIVE,0,-88.9668,37.283442,Unknown,36,2016,PULASKI_36_2016,PU-22,9/6/16,PID192773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62956,PULASKI,GRAVID TRAP,46,Female,VECWNV,NEGATIVE,0,-88.9668,37.283442,Unknown,37,2016,PULASKI_37_2016,PU-25,9/12/16,PID192775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62956,PULASKI,GRAVID TRAP,33,Female,VECWNV,NEGATIVE,0,-88.9668,37.283442,Unknown,38,2016,PULASKI_38_2016,PU-27,9/20/16,PID192776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62958,JACKSON,GRAVID TRAP,2,Female,VECWNV,NEGATIVE,0,-89.1407,37.402,Culex,29,2016,JACKSON_29_2016,16-048-001,7/20/16,PID192907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62958,JACKSON,GRAVID TRAP,2,Female,VECWNV,NEGATIVE,0,-89.1407,37.402,Culex,31,2016,JACKSON_31_2016,16-048-002,8/3/16,PID192908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62958,JACKSON,GRAVID TRAP,11,Female,VECWNV,NEGATIVE,0,-89.1407,37.402,Culex,36,2016,JACKSON_36_2016,16-048-003,9/8/16,PID192909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62958,JACKSON,GRAVID TRAP,11,Female,VECWNV,POSITIVE,1,-89.1407,37.402,Culex,38,2016,JACKSON_38_2016,16-048-004,9/20/16,PID192910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,80,Female,VECWNV,NEGATIVE,0,-88.22463,37.40293,Culex,37,2016,SALINE_37_2016,SAL-33-16,9/14/16,PID192492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-89.15491,37.4051,Culex,29,2016,JACKSON_29_2016,16-047-001,7/20/16,PID191542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,8,Female,VECWNV,NEGATIVE,0,-89.15491,37.4051,Culex,31,2016,JACKSON_31_2016,16-047-002,8/3/16,PID191543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,31,Female,VECWNV,NEGATIVE,0,-89.15491,37.4051,Culex,34,2016,JACKSON_34_2016,16-047-003,8/25/16,PID191544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,115,Female,VECWNV,NEGATIVE,0,-89.15491,37.4051,Culex,36,2016,JACKSON_36_2016,16-047-004,9/8/16,PID191545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62934,GALLATIN,GRAVID TRAP,9,Female,VECWNV,NEGATIVE,0,-88.2054,37.4359,Culex,29,2016,GALLATIN_29_2016,15-2016,7/18/16,PID192200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,55,Female,VECWNV,NEGATIVE,0,-88.09293,37.44361,Unknown,25,2016,MASSAC_25_2016,MA-04,6/21/16,PID193100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,61,Female,VECWNV,NEGATIVE,0,-88.09293,37.44361,Unknown,26,2016,MASSAC_26_2016,MA-07,6/28/16,PID193102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.09293,37.44361,Unknown,26,2016,MASSAC_26_2016,MA-11,6/28/16,PID193106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.09293,37.44361,Unknown,27,2016,MASSAC_27_2016,MA-12,7/5/16,PID193107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,37,Female,VECWNV,NEGATIVE,0,-88.09293,37.44361,Unknown,27,2016,MASSAC_27_2016,MA-13,7/5/16,PID193108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-88.09293,37.44361,Unknown,28,2016,MASSAC_28_2016,MA-16,7/11/16,PID193109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-88.09293,37.44361,Unknown,29,2016,MASSAC_29_2016,MA-18,7/18/16,PID193110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,48,Female,VECWNV,NEGATIVE,0,-88.09293,37.44361,Unknown,30,2016,MASSAC_30_2016,MA-21,7/25/16,PID193112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,37,Female,VECWNV,NEGATIVE,0,-88.09293,37.44361,Unknown,32,2016,MASSAC_32_2016,MA-24,8/8/16,PID193113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,74,Female,VECWNV,POSITIVE,1,-88.09293,37.44361,Unknown,34,2016,MASSAC_34_2016,MA-26,8/22/16,PID193114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.09293,37.44361,Unknown,36,2016,MASSAC_36_2016,MA-29,9/6/16,PID193115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.09293,37.44361,Unknown,36,2016,MASSAC_36_2016,MA-30,9/6/16,PID193117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,44,Female,VECWNV,NEGATIVE,0,-88.09293,37.44361,Unknown,37,2016,MASSAC_37_2016,MA-31,9/12/16,PID193118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-88.09293,37.44361,Unknown,38,2016,MASSAC_38_2016,MA-39,9/20/16,PID193119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.2335,37.450251,Unknown,25,2016,UNION_25_2016,UN-01,6/22/16,PID191698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.2335,37.450251,Unknown,25,2016,UNION_25_2016,UN-02,6/22/16,PID191699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.2335,37.450251,Unknown,25,2016,UNION_25_2016,UN-03,6/22/16,PID191700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,52,Female,VECWNV,NEGATIVE,0,-89.2335,37.450251,Unknown,25,2016,UNION_25_2016,UN-04,6/22/16,PID191702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,66,Female,VECWNV,NEGATIVE,0,-89.2335,37.450251,Unknown,29,2016,UNION_29_2016,UN-05,7/18/16,PID191703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.2335,37.450251,Unknown,30,2016,UNION_30_2016,UN-06,7/26/16,PID191705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.2335,37.450251,Unknown,30,2016,UNION_30_2016,UN-07,7/26/16,PID191707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62966,JACKSON,GRAVID TRAP,11,Female,VECWNV,NEGATIVE,0,-89.21264,37.464,Culex,25,2016,JACKSON_25_2016,16-022-001,6/23/16,PID193984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62966,JACKSON,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-89.19695,37.47353,Culex,23,2016,JACKSON_23_2016,16-052-001,6/9/16,PID193994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62966,JACKSON,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-89.19695,37.47353,Culex,25,2016,JACKSON_25_2016,16-052-002,6/23/16,PID193995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62966,JACKSON,GRAVID TRAP,27,Female,VECWNV,NEGATIVE,0,-89.19695,37.47353,Culex,31,2016,JACKSON_31_2016,16-052-003,8/3/16,PID193996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62966,JACKSON,GRAVID TRAP,61,Female,VECWNV,NEGATIVE,0,-89.19695,37.47353,Culex,33,2016,JACKSON_33_2016,16-052-004,8/18/16,PID193997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62966,JACKSON,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-89.19695,37.47353,Culex,35,2016,JACKSON_35_2016,16-052-005,9/1/16,PID193998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62966,JACKSON,GRAVID TRAP,22,Female,VECWNV,NEGATIVE,0,-89.19695,37.47353,Culex,37,2016,JACKSON_37_2016,16-052-006,9/15/16,PID193999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62979,GALLATIN,GRAVID TRAP,52,Female,VECWNV,POSITIVE,1,-88.15717,37.4782,Culex,29,2016,GALLATIN_29_2016,13-2016,7/18/16,PID194170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62979,GALLATIN,GRAVID TRAP,61,Female,VECWNV,POSITIVE,1,-88.15717,37.4782,Culex,35,2016,GALLATIN_35_2016,23-2016,9/3/16,PID194173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62979,GALLATIN,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-88.48008,37.48008,Culex,26,2016,GALLATIN_26_2016,42552,6/30/16,PID194176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62966,JACKSON,GRAVID TRAP,27,Female,VECWNV,NEGATIVE,0,-89.20269,37.48358,Culex,23,2016,JACKSON_23_2016,16-051-001,6/9/16,PID193990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
