COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W31,H1500W33,H1500W34,H1500W35,H1500W36,H1500W38,H1500W40,H1500W43,H3000W31,H3000W32,H3000W33,H3000W34,H3000W35,H3000W36,H3000W37,H3000W38,H3000W39,H3000W40,H3000W43
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,31,2015,COOK_31_2015,1117,8/8/15,PID000097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.998563,42.083591,Culex,31,2015,COOK_31_2015,1130,8/8/15,PID000102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,22,2015,COOK_22_2015,114,6/6/15,PID000104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,32,2015,COOK_32_2015,1167,8/11/15,PID000109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,32,2015,COOK_32_2015,1169,8/11/15,PID000110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,56,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,32,2015,COOK_32_2015,1186,8/12/15,PID000115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,55,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,32,2015,COOK_32_2015,1201,8/13/15,PID000117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,32,2015,COOK_32_2015,1233,8/14/15,PID000124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,32,2015,COOK_32_2015,1252,8/15/15,PID000129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,32,2015,COOK_32_2015,1253,8/15/15,PID000130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,32,2015,COOK_32_2015,1254,8/15/15,PID000131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,58,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,33,2015,COOK_33_2015,1303,8/18/15,PID000137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,22,2015,COOK_22_2015,136,6/6/15,PID000148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,11,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,34,2015,COOK_34_2015,1422,8/25/15,PID000164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,57,Female,RAMP WNV,POSITIVE,1,-87.998563,42.083591,Culex,34,2015,COOK_34_2015,1452,8/27/15,PID000169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,23,2015,COOK_23_2015,152,6/10/15,PID000180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,23,2015,COOK_23_2015,153,6/10/15,PID000181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.998563,42.083591,Culex,35,2015,COOK_35_2015,1537,9/4/15,PID000182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,35,2015,COOK_35_2015,1558,9/5/15,PID000186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,35,2015,COOK_35_2015,1559,9/5/15,PID000187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,11,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,36,2015,COOK_36_2015,1587,9/9/15,PID000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,23,2015,COOK_23_2015,162,6/11/15,PID000197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,36,2015,COOK_36_2015,1624,9/12/15,PID000198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,37,2015,COOK_37_2015,1648,9/15/15,PID000202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,37,2015,COOK_37_2015,1669,9/16/15,PID000205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,11,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,37,2015,COOK_37_2015,1687,9/17/15,PID000206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,9,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,38,2015,COOK_38_2015,1719,9/22/15,PID000209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,23,2015,COOK_23_2015,176,6/12/15,PID000212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,23,2015,COOK_23_2015,189,6/12/15,PID000224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,23,2015,COOK_23_2015,190,6/12/15,PID000225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,23,2015,COOK_23_2015,196,6/12/15,PID000229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,24,2015,COOK_24_2015,216,6/17/15,PID000241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,25,2015,COOK_25_2015,273,6/24/15,PID000290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,25,2015,COOK_25_2015,298,6/26/15,PID000312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,26,2015,COOK_26_2015,340,6/30/15,PID000340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,26,2015,COOK_26_2015,352,7/1/15,PID000352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,26,2015,COOK_26_2015,353,7/1/15,PID000354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,26,2015,COOK_26_2015,372,7/2/15,PID000368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,26,2015,COOK_26_2015,373,7/2/15,PID000369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,26,2015,COOK_26_2015,384,7/3/15,PID000379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,26,2015,COOK_26_2015,386,7/3/15,PID000383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,27,2015,COOK_27_2015,417,7/7/15,PID000408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,27,2015,COOK_27_2015,431,7/8/15,PID000418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,27,2015,COOK_27_2015,432,7/8/15,PID000421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,27,2015,COOK_27_2015,462,7/9/15,PID000436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,27,2015,COOK_27_2015,463,7/9/15,PID000437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,31,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,27,2015,COOK_27_2015,471,7/10/15,PID000442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,27,2015,COOK_27_2015,507,7/11/15,PID000463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,27,2015,COOK_27_2015,508,7/11/15,PID000465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,28,2015,COOK_28_2015,541,7/14/15,PID000488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,28,2015,COOK_28_2015,542,7/14/15,PID000490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,28,2015,COOK_28_2015,611,7/17/15,PID000541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,28,2015,COOK_28_2015,621,7/18/15,PID000551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2015,COOK_29_2015,678,7/21/15,PID000609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,54,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2015,COOK_29_2015,679,7/21/15,PID000610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,60,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2015,COOK_29_2015,689,7/22/15,PID000625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2015,COOK_29_2015,710,7/23/15,PID000638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2015,COOK_29_2015,732,7/24/15,PID000652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2015,COOK_29_2015,733,7/24/15,PID000653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2015,COOK_29_2015,788,7/25/15,PID000696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2015,COOK_29_2015,789,7/25/15,PID000697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2015,COOK_29_2015,790,7/25/15,PID000700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,29,2015,COOK_29_2015,791,7/25/15,PID000701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,30,2015,COOK_30_2015,804,7/28/15,PID000707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,30,2015,COOK_30_2015,805,7/28/15,PID000708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,30,2015,COOK_30_2015,837,7/29/15,PID000729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,30,2015,COOK_30_2015,838,7/29/15,PID000730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,30,2015,COOK_30_2015,839,7/29/15,PID000731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,30,2015,COOK_30_2015,872,7/30/15,PID000743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,30,2015,COOK_30_2015,905,7/31/15,PID000756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,30,2015,COOK_30_2015,954,8/1/15,PID000776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,30,2015,COOK_30_2015,955,8/1/15,PID000778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,30,2015,COOK_30_2015,956,8/1/15,PID000779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.998563,42.083591,Culex,31,2015,COOK_31_2015,990,8/4/15,PID000792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,31,2015,COOK_31_2015,991,8/4/15,PID000793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,31,2015,COOK_31_2015,992,8/4/15,PID000794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,31,2015,COOK_31_2015,1007,8/4/15,PID000802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,31,2015,COOK_31_2015,1008,8/4/15,PID000806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,31,2015,COOK_31_2015,1009,8/4/15,PID000807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,16,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,31,2015,COOK_31_2015,1012,8/4/15,PID000813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,7,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,31,2015,COOK_31_2015,1040,8/5/15,PID000835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,31,2015,COOK_31_2015,1045,8/5/15,PID000837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,31,2015,COOK_31_2015,1046,8/5/15,PID000838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,45,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,31,2015,COOK_31_2015,1048,8/5/15,PID000840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,15,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,22,2015,COOK_22_2015,107,6/5/15,PID000852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,48,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,31,2015,COOK_31_2015,1070,8/6/15,PID000855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,7,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,31,2015,COOK_31_2015,1074,8/6/15,PID000857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,51,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,31,2015,COOK_31_2015,1075,8/6/15,PID000859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,47,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,22,2015,COOK_22_2015,109,6/5/15,PID000869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.9535,42.0117,Culex,31,2015,COOK_31_2015,1096,8/7/15,PID000875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.9535,42.0117,Culex,31,2015,COOK_31_2015,1097,8/7/15,PID000876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.9535,42.0117,Culex,31,2015,COOK_31_2015,1100,8/7/15,PID000879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,31,Female,RAMP WNV,POSITIVE,1,-87.97607,42.02747,Culex,31,2015,COOK_31_2015,1106,8/8/15,PID000882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,31,2015,COOK_31_2015,1119,8/8/15,PID000888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.9535,42.0117,Culex,31,2015,COOK_31_2015,1120,8/8/15,PID000890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,Culex,31,2015,COOK_31_2015,1121,8/8/15,PID000891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,31,2015,COOK_31_2015,1122,8/8/15,PID000892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,38,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,31,2015,COOK_31_2015,1123,8/8/15,PID000895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,32,2015,COOK_32_2015,1163,8/11/15,PID000920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,44,Female,RAMP WNV,POSITIVE,1,-88.04102,42.00442,Culex,32,2015,COOK_32_2015,1168,8/11/15,PID000922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,57,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,22,2015,COOK_22_2015,117,6/6/15,PID000925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,33,Female,RAMP WNV,POSITIVE,1,-87.97607,42.02747,Culex,32,2015,COOK_32_2015,1170,8/11/15,PID000928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
