COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W30,H1500W31,H1500W32,H1500W33,H1500W34,H1500W35,H1500W36,H1500W37,H1500W38,H1500W39,H1500W40,H3000W23,H3000W29,H3000W30,H3000W31,H3000W32,H3000W33,H3000W35,H3000W36,H3000W37,H3000W39,H3000W40
62960,MASSAC,GRAVID TRAP,25,Female,VECWNV,NEGATIVE,0,-88.692517,37.161677,Culex,29,2004,MASSAC_29_2004,10,7/22/04,PID193084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,32,Female,VECWNV,NEGATIVE,0,-88.692517,37.161677,Culex,22,2004,MASSAC_22_2004,2,6/1/04,PID193086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-88.692517,37.161677,Culex,29,2004,MASSAC_29_2004,8,7/19/04,PID193098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,44,Female,VECWNV,NEGATIVE,0,-88.692517,37.161677,Culex,23,2004,MASSAC_23_2004,MAS1,6/10/04,PID193122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-88.764348,37.183693,Culex,22,2004,MASSAC_22_2004,3,6/1/04,PID193088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.901494,37.414422,Culex,29,2004,JOHNSON_29_2004,29,7/19/04,PID194483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-88.893026,37.424967,Culex,29,2004,JOHNSON_29_2004,28,7/19/04,PID194482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62952,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.259699,37.443109,Culex,33,2004,UNION_33_2004,18,8/18/04,PID192671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62952,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.259699,37.443109,Culex,33,2004,UNION_33_2004,19,8/18/04,PID192672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62952,UNION,GRAVID TRAP,11,Female,VECWNV,NEGATIVE,0,-89.259699,37.443109,Culex,33,2004,UNION_33_2004,20,8/18/04,PID192673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62952,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.259699,37.443109,Culex,30,2004,UNION_30_2004,30,7/29/04,PID192674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62952,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.259699,37.443109,Culex,30,2004,UNION_30_2004,31,7/29/04,PID192675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62952,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.259699,37.443109,Culex,30,2004,UNION_30_2004,32,7/29/04,PID192676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62952,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.259699,37.443109,Culex,30,2004,UNION_30_2004,33,7/29/04,PID192677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,30,2004,UNION_30_2004,11,7/29/04,PID191682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,30,2004,UNION_30_2004,12,7/29/04,PID191683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,30,2004,UNION_30_2004,13,7/29/04,PID191684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,33,2004,UNION_33_2004,15,8/18/04,PID191685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,33,2004,UNION_33_2004,16,8/18/04,PID191686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,33,2004,UNION_33_2004,17,8/18/04,PID191687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,30,2004,UNION_30_2004,34,7/29/04,PID191688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,30,2004,UNION_30_2004,35,7/29/04,PID191689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,30,2004,UNION_30_2004,36,7/29/04,PID191690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,30,2004,UNION_30_2004,37,7/29/04,PID191691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,30,2004,UNION_30_2004,38,7/29/04,PID191692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,30,2004,UNION_30_2004,39,7/29/04,PID191693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,30,2004,UNION_30_2004,40,7/29/04,PID191694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,30,2004,UNION_30_2004,41,7/29/04,PID191695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.236008,37.456753,Culex,30,2004,UNION_30_2004,42,7/29/04,PID191696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62958,JACKSON,GRAVID TRAP,26,Female,PCRWNV,NEGATIVE,0,-89.242225,37.658003,Culex,30,2004,JACKSON_30_2004,04-006-001,7/28/04,PID192796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62958,JACKSON,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,-89.242225,37.658003,Culex,34,2004,JACKSON_34_2004,04-006-002,8/27/04,PID192797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62917,SALINE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.570203,37.685352,Culex,25,2004,SALINE_25_2004,SAL13,6/24/04,PID191907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62917,SALINE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.570203,37.685352,Culex,25,2004,SALINE_25_2004,SAL14,6/24/04,PID191909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62917,SALINE,GRAVID TRAP,37,Female,VECWNV,NEGATIVE,0,-88.570203,37.685352,Culex,25,2004,SALINE_25_2004,SAL15,6/24/04,PID191912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,-89.237498,37.708928,Culex,29,2004,JACKSON_29_2004,04-005-001,7/19/04,PID191364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.186,37.710878,Culex,26,2004,GALLATIN_26_2004,GAL16,7/1/04,PID194337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.186,37.710878,Culex,26,2004,GALLATIN_26_2004,GAL17,7/1/04,PID194341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-88.186,37.710878,Culex,36,2004,GALLATIN_36_2004,GAL35,9/9/04,PID194384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,25,2004,JACKSON_25_2004,S 093,6/25/04,PID191606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,1,Female,PCRWNV,POSITIVE,1,-89.237501,37.712055,Culex,25,2004,JACKSON_25_2004,S 094,6/25/04,PID191607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,25,2004,JACKSON_25_2004,S 096,6/25/04,PID191608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,24,2004,JACKSON_24_2004,S 115,6/17/04,PID191609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,24,2004,JACKSON_24_2004,S 117,6/17/04,PID191610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,28,2004,JACKSON_28_2004,S 129,7/12/04,PID191611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,24,2004,JACKSON_24_2004,S 130,6/17/04,PID191612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,24,2004,JACKSON_24_2004,S 131,6/17/04,PID191613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,28,2004,JACKSON_28_2004,S 135,7/13/04,PID191614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,24,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,28,2004,JACKSON_28_2004,S 136,7/13/04,PID191615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,28,2004,JACKSON_28_2004,S 137,7/13/04,PID191616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,28,2004,JACKSON_28_2004,S 139,7/13/04,PID191617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,24,2004,JACKSON_24_2004,S 153,6/17/04,PID191618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,24,2004,JACKSON_24_2004,S 154,6/17/04,PID191619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,35,2004,JACKSON_35_2004,S 524,8/31/04,PID191620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,35,2004,JACKSON_35_2004,S 530,8/31/04,PID191621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,35,2004,JACKSON_35_2004,S 537,8/31/04,PID191622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,36,2004,JACKSON_36_2004,S 606,9/9/04,PID191623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,36,2004,JACKSON_36_2004,S 611,9/9/04,PID191624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,1,Male,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,36,2004,JACKSON_36_2004,S 612,9/9/04,PID191625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.237501,37.712055,Culex,36,2004,JACKSON_36_2004,S 613,9/9/04,PID191626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.192601,37.719248,Culex,26,2004,GALLATIN_26_2004,GAL14,7/1/04,PID194329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.192601,37.719248,Culex,26,2004,GALLATIN_26_2004,GAL15,7/1/04,PID194335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.192601,37.719248,Culex,34,2004,GALLATIN_34_2004,GAL32,8/26/04,PID194382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,29,Female,VECWNV,NEGATIVE,0,-88.162496,37.720477,Culex,26,2004,GALLATIN_26_2004,GAL13,7/1/04,PID194321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,27,Female,VECWNV,NEGATIVE,0,-88.453602,37.723826,Culex,22,2004,SALINE_22_2004,SAL10,6/3/04,PID192343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.546801,37.724883,Culex,25,2004,SALINE_25_2004,SAL11,6/24/04,PID192348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.546801,37.724883,Culex,25,2004,SALINE_25_2004,SAL12,6/24/04,PID192353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,28,Female,VECWNV,NEGATIVE,0,-88.919072,37.725286,Culex,33,2004,WILLIAMSON_33_2004,24,8/16/04,PID192960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-88.919072,37.725286,Culex,33,2004,WILLIAMSON_33_2004,25,8/16/04,PID192961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.539903,37.725451,Culex,27,2004,SALINE_27_2004,SAL-19,7/9/04,PID192394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.539903,37.725451,Culex,27,2004,SALINE_27_2004,SAL-20,7/10/04,PID192403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-88.539903,37.725451,Culex,35,2004,SALINE_35_2004,SAL-42,9/1/04,PID192520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.539903,37.725451,Culex,22,2004,SALINE_22_2004,SAL6,6/3/04,PID192535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.539903,37.725451,Culex,22,2004,SALINE_22_2004,SAL7,6/3/04,PID192537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,38,Female,VECWNV,NEGATIVE,0,-88.562305,37.729429,Culex,31,2004,SALINE_31_2004,SAL-32,8/5/04,PID192484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,38,Female,VECWNV,NEGATIVE,0,-88.562305,37.729429,Culex,31,2004,SALINE_31_2004,SAL-33,8/5/04,PID192489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.918568,37.7308,Culex,33,2004,WILLIAMSON_33_2004,37,8/16/04,PID192968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-88.923413,37.730811,Culex,33,2004,WILLIAMSON_33_2004,26,8/16/04,PID192962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,27,Female,VECWNV,NEGATIVE,0,-88.923413,37.730811,Culex,33,2004,WILLIAMSON_33_2004,34,8/16/04,PID192965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62934,GALLATIN,GRAVID TRAP,26,Female,VECWNV,NEGATIVE,0,-88.340999,37.732668,Culex,31,2004,GALLATIN_31_2004,GAL27,8/5/04,PID192226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62934,GALLATIN,GRAVID TRAP,9,Female,VECWNV,NEGATIVE,0,-88.340999,37.732668,Culex,23,2004,GALLATIN_23_2004,GAL8,6/11/04,PID192230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.527203,37.733584,Culex,35,2004,SALINE_35_2004,SAL-45,9/1/04,PID192531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.545204,37.735377,Culex,35,2004,SALINE_35_2004,SAL-43,9/1/04,PID192525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.545204,37.735377,Culex,35,2004,SALINE_35_2004,SAL-44,9/1/04,PID192529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62934,GALLATIN,GRAVID TRAP,32,Female,VECWNV,NEGATIVE,0,-88.346098,37.735999,Culex,23,2004,GALLATIN_23_2004,GAL9,6/11/04,PID192231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,8,Female,VECWNV,NEGATIVE,0,-88.595605,37.736616,Culex,31,2004,SALINE_31_2004,SAL 34,8/5/04,PID192326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62934,GALLATIN,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.343396,37.737174,Culex,31,2004,GALLATIN_31_2004,GAL26,8/5/04,PID192224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62954,GALLATIN,GRAVID TRAP,41,Female,VECWNV,NEGATIVE,0,-88.284897,37.738746,Culex,24,2004,GALLATIN_24_2004,GAL10,6/17/04,PID192712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-88.5495,37.7392,Culex,36,2004,SALINE_36_2004,SAL-46,9/10/04,PID192533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,44,Female,PCRWNV,NEGATIVE,0,-89.266837,37.739277,Culex,30,2004,JACKSON_30_2004,04-008-001,7/28/04,PID191365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,-89.266837,37.739277,Culex,34,2004,JACKSON_34_2004,04-008-002,8/27/04,PID191366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62954,GALLATIN,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.275795,37.742702,Culex,24,2004,GALLATIN_24_2004,GAL11,6/17/04,PID192716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
