COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W12,H1500W28,H1500W29,H1500W30,H1500W31,H1500W32,H1500W33,H1500W34,H1500W35,H1500W36,H1500W37,H1500W38,H1500W40,H1500W41,H1500W45,H3000W12,H3000W27,H3000W28,H3000W29,H3000W30,H3000W31,H3000W32,H3000W33,H3000W34,H3000W35,H3000W36,H3000W37,H3000W38,H3000W39,H3000W40,H3000W41
60005,COOK,GRAVID TRAP,49,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,22,2012,COOK_22_2012,36,5/28/12,PID000358,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,27,2012,COOK_27_2012,361,7/5/12,PID000359,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,27,2012,COOK_27_2012,362,7/5/12,PID000360,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,28,2012,COOK_28_2012,378,7/8/12,PID000373,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,28,2012,COOK_28_2012,379,7/8/12,PID000374,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,28,2012,COOK_28_2012,380,7/8/12,PID000375,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,28,2012,COOK_28_2012,381,7/8/12,PID000377,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,28,2012,COOK_28_2012,414,7/9/12,PID000403,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,28,2012,COOK_28_2012,415,7/9/12,PID000404,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,28,2012,COOK_28_2012,416,7/9/12,PID000405,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,33,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,28,2012,COOK_28_2012,417,7/9/12,PID000407,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,28,2012,COOK_28_2012,447,7/10/12,PID000428,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,28,2012,COOK_28_2012,448,7/10/12,PID000429,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,41,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,23,2012,COOK_23_2012,50,6/3/12,PID000460,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,30,2012,COOK_30_2012,607,7/24/12,PID000535,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,30,2012,COOK_30_2012,608,7/24/12,PID000536,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,48,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,24,2012,COOK_24_2012,61,6/10/12,PID000540,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,45,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,24,2012,COOK_24_2012,62,6/10/12,PID000550,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,30,2012,COOK_30_2012,623,7/26/12,PID000554,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,30,2012,COOK_30_2012,624,7/26/12,PID000555,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,30,2012,COOK_30_2012,625,7/26/12,PID000557,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,30,2012,COOK_30_2012,626,7/26/12,PID000558,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,31,2012,COOK_31_2012,641,7/30/12,PID000569,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,31,2012,COOK_31_2012,642,7/30/12,PID000570,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,39,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,31,2012,COOK_31_2012,670,8/2/12,PID000603,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,31,2012,COOK_31_2012,671,8/2/12,PID000604,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,27,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,32,2012,COOK_32_2012,693,8/5/12,PID000629,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,32,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,32,2012,COOK_32_2012,725,8/7/12,PID000646,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,33,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,32,2012,COOK_32_2012,726,8/7/12,PID000647,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,32,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,32,2012,COOK_32_2012,755,8/8/12,PID000672,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,14,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,32,2012,COOK_32_2012,786,8/9/12,PID000691,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,33,2012,COOK_33_2012,787,8/12/12,PID000694,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,33,2012,COOK_33_2012,821,8/14/12,PID000716,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,33,2012,COOK_33_2012,822,8/14/12,PID000718,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,33,2012,COOK_33_2012,849,8/15/12,PID000734,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,33,2012,COOK_33_2012,850,8/15/12,PID000737,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,41,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,34,2012,COOK_34_2012,874,8/19/12,PID000745,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,24,2012,COOK_24_2012,89,6/13/12,PID000750,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,14,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,34,2012,COOK_34_2012,897,8/22/12,PID000752,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,24,2012,COOK_24_2012,90,6/13/12,PID000753,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,34,2012,COOK_34_2012,921,8/23/12,PID000761,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,35,2012,COOK_35_2012,938,8/28/12,PID000769,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,47,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,35,2012,COOK_35_2012,961,8/29/12,PID000781,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,35,2012,COOK_35_2012,987,8/29/12,PID000789,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
60007,COOK,GRAVID TRAP,43,Female,PCRWNV,POSITIVE,1,-88.04102,42.00442,Culex,35,2012,COOK_35_2012,1007,8/30/12,PID000801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,43,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,35,2012,COOK_35_2012,1008,8/30/12,PID000804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.04102,42.00442,Culex,36,2012,COOK_36_2012,1017,9/3/12,PID000815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,36,2012,COOK_36_2012,1018,9/3/12,PID000816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,36,2012,COOK_36_2012,1019,9/3/12,PID000818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,37,Female,PCRWNV,POSITIVE,1,-88.04102,42.00442,Culex,36,2012,COOK_36_2012,1048,9/5/12,PID000839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,36,2012,COOK_36_2012,1049,9/5/12,PID000841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,36,2012,COOK_36_2012,1069,9/5/12,PID000849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,36,2012,COOK_36_2012,1078,9/6/12,PID000860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,28,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,36,2012,COOK_36_2012,1079,9/6/12,PID000861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,37,2012,COOK_37_2012,1110,9/10/12,PID000886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,37,2012,COOK_37_2012,1123,9/12/12,PID000894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,46,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,37,2012,COOK_37_2012,1124,9/12/12,PID000897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,37,2012,COOK_37_2012,1125,9/12/12,PID000898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,25,2012,COOK_25_2012,114,6/17/12,PID000905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
