COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W28,H1500W29,H1500W30,H1500W31,H1500W32,H1500W33,H1500W34,H1500W35,H1500W36,H1500W37,H1500W38,H1500W39,H1500W40,H1500W41,H1500W42,H3000W27,H3000W29,H3000W30,H3000W31,H3000W32,H3000W33,H3000W34,H3000W35,H3000W36,H3000W37,H3000W38,H3000W39,H3000W40,H3000W41,H3000W42
62964,PULASKI,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.201504,37.122778,Culex,34,2005,PULASKI_34_2005,PUL5,8/22/05,PID193158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62964,PULASKI,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.201504,37.122778,Culex,33,2005,PULASKI_33_2005,UNI4,8/16/05,PID193160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,-88.713689,37.146744,Culex,26,2005,MASSAC_26_2005,4-GP,6/29/05,PID193091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-88.73811,37.154591,Culex,26,2005,MASSAC_26_2005,5-GP,6/29/05,PID193093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,25,Female,VECWNV,NEGATIVE,0,-88.73811,37.154591,Culex,27,2005,MASSAC_27_2005,6-GP,7/4/05,PID193095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62953,MASSAC,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.642666,37.156169,Culex,30,2005,MASSAC_30_2005,MA-VN-06,7/26/05,PID192695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,44,Female,VECWNV,NEGATIVE,0,-88.692517,37.161677,Culex,26,2005,MASSAC_26_2005,1-GP,6/29/05,PID193085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,43,Female,VECWNV,NEGATIVE,0,-88.692517,37.161677,Culex,26,2005,MASSAC_26_2005,2-GP,6/29/05,PID193087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.692517,37.161677,Culex,27,2005,MASSAC_27_2005,7-GP,7/4/05,PID193097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-88.740003,37.162503,Culex,32,2005,MASSAC_32_2005,MA-VN_05,8/9/05,PID193124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.740003,37.162503,Culex,24,2005,MASSAC_24_2005,MA-VN-01,6/18/05,PID193125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.740003,37.162503,Culex,25,2005,MASSAC_25_2005,MA-VN-03,6/25/05,PID193126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.740003,37.162503,Culex,27,2005,MASSAC_27_2005,MA-VN-04,7/9/05,PID193127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.740003,37.162503,Culex,24,2005,MASSAC_24_2005,MA-VN-O2,6/18/05,PID193128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,MASSAC,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-88.764348,37.183693,Culex,26,2005,MASSAC_26_2005,3-GP,6/29/05,PID193089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62956,PULASKI,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-89.033387,37.266739,Culex,31,2005,PULASKI_31_2005,PU-RI-01,8/2/05,PID192783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.160215,37.270341,Culex,24,2005,PULASKI_24_2005,S-058,6/17/05,PID194448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-89.160215,37.270341,Culex,24,2005,PULASKI_24_2005,S-059,6/17/05,PID194449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,-89.160215,37.270341,Culex,24,2005,PULASKI_24_2005,S-063,6/17/05,PID194450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-89.160215,37.270341,Culex,24,2005,PULASKI_24_2005,S-064,6/17/05,PID194451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.160215,37.270341,Culex,24,2005,PULASKI_24_2005,S-065,6/17/05,PID194452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.160215,37.270341,Culex,26,2005,PULASKI_26_2005,S-119,7/1/05,PID194453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-89.160215,37.270341,Culex,37,2005,PULASKI_37_2005,S-286,9/16/05,PID194454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.160215,37.270341,Culex,37,2005,PULASKI_37_2005,S-287,9/16/05,PID194455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.160215,37.270341,Culex,35,2005,PULASKI_35_2005,S-309,9/2/05,PID194456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-89.160215,37.270341,Culex,35,2005,PULASKI_35_2005,S-310,9/2/05,PID194457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-89.075057,37.286582,Culex,28,2005,PULASKI_28_2005,PU-BR-01,7/12/05,PID194445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,28,Female,VECWNV,NEGATIVE,0,-89.075057,37.286582,Culex,28,2005,PULASKI_28_2005,PU-BR-02,7/16/05,PID194446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62992,PULASKI,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-89.075057,37.286582,Culex,30,2005,PULASKI_30_2005,PU-BR-03,7/26/05,PID194447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62938,POPE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.487867,37.3696,Culex,35,2005,POPE_35_2005,POP1,8/28/05,PID192284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,25,Female,VECWNV,NEGATIVE,0,-88.893132,37.404967,Culex,26,2005,JOHNSON_26_2005,1-GP,6/26/05,PID194481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,49,Female,VECWNV,NEGATIVE,0,-88.893132,37.404967,Culex,26,2005,JOHNSON_26_2005,2-GP,6/26/05,PID194484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,38,Female,VECWNV,NEGATIVE,0,-88.893132,37.404967,Culex,26,2005,JOHNSON_26_2005,3-GP,6/26/05,PID194485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.893132,37.404967,Culex,34,2005,JOHNSON_34_2005,JOH5,8/22/05,PID194487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-88.893132,37.404967,Culex,34,2005,JOHNSON_34_2005,JOH6,8/22/05,PID194488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,-88.904442,37.412572,Culex,24,2005,JOHNSON_24_2005,S-060,6/17/05,PID194489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,1,Male,PCRWNV,NEGATIVE,0,-88.904442,37.412572,Culex,24,2005,JOHNSON_24_2005,S-061,6/17/05,PID194490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,-88.904442,37.412572,Culex,26,2005,JOHNSON_26_2005,S-121,7/1/05,PID194491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,13,Female,PCRWNV,NEGATIVE,0,-88.904442,37.412572,Culex,28,2005,JOHNSON_28_2005,S-156,7/15/05,PID194492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,-88.904442,37.412572,Culex,37,2005,JOHNSON_37_2005,S-291,9/16/05,PID194493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-88.904442,37.412572,Culex,35,2005,JOHNSON_35_2005,S-477,9/2/05,PID194494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.904442,37.412572,Culex,35,2005,JOHNSON_35_2005,S-478,9/2/05,PID194495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-88.904442,37.412572,Culex,35,2005,JOHNSON_35_2005,S-479,9/2/05,PID194496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62995,JOHNSON,GRAVID TRAP,43,Female,VECWNV,NEGATIVE,0,-88.898897,37.414923,Culex,26,2005,JOHNSON_26_2005,4-GP,6/26/05,PID194486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62982,HARDIN,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-88.351001,37.42333,Culex,25,2005,HARDIN_25_2005,HA-RB-01,6/25/05,PID194258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62982,HARDIN,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.351001,37.42333,Culex,27,2005,HARDIN_27_2005,HA-RB-02,7/9/05,PID194259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62982,HARDIN,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.351001,37.42333,Culex,32,2005,HARDIN_32_2005,HA-RB-03,8/9/05,PID194260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62952,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.266119,37.448762,Culex,33,2005,UNION_33_2005,UNI3,8/16/05,PID192685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62952,UNION,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-89.266119,37.448762,Culex,35,2005,UNION_35_2005,UNI4A,8/28/05,PID192688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62931,HARDIN,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-88.299702,37.453856,Culex,35,2005,HARDIN_35_2005,HAR1,8/28/05,PID192169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-89.236019,37.456744,Culex,33,2005,UNION_33_2005,UNI1,8/16/05,PID191719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,UNION,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-89.236019,37.456744,Culex,33,2005,UNION_33_2005,UNI2,8/16/05,PID191724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62928,POPE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.583714,37.496374,Culex,25,2005,POPE_25_2005,PO-RB-01,6/25/05,PID192029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62928,POPE,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-88.583714,37.496374,Culex,27,2005,POPE_27_2005,PO-RB-02,7/9/05,PID192030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62928,POPE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.583714,37.496374,Culex,32,2005,POPE_32_2005,PO-RB-03,8/9/05,PID192031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62920,UNION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.257325,37.534399,Culex,25,2005,UNION_25_2005,UN-JW-01,6/25/05,PID191978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,11,Female,VECWNV,NEGATIVE,0,-88.536313,37.610318,Culex,22,2005,SALINE_22_2005,SAL6-05,6/3/05,PID192536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62958,JACKSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.242225,37.657994,Culex,23,2005,JACKSON_23_2005,05-006-001,6/9/05,PID192798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62958,JACKSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.242225,37.657994,Culex,23,2005,JACKSON_23_2005,05-006-002,6/9/05,PID192800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62958,JACKSON,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-89.242225,37.657994,Culex,27,2005,JACKSON_27_2005,05-006-003,7/8/05,PID192802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62958,JACKSON,GRAVID TRAP,32,Female,VECWNV,POSITIVE,1,-89.242225,37.657994,Culex,33,2005,JACKSON_33_2005,05-006-004,8/18/05,PID192803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62958,JACKSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.242225,37.657994,Culex,33,2005,JACKSON_33_2005,05-006-005,8/18/05,PID192804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62958,JACKSON,GRAVID TRAP,26,Female,VECWNV,NEGATIVE,0,-89.242225,37.657994,Culex,36,2005,JACKSON_36_2005,05-006-006,9/9/05,PID192805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62917,SALINE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.634606,37.679673,Culex,30,2005,SALINE_30_2005,SAL20-05,7/24/05,PID191922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62917,SALINE,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-88.570203,37.685352,Culex,30,2005,SALINE_30_2005,SAL22-05,7/24/05,PID191923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,35,Female,VECWNV,NEGATIVE,0,-88.136667,37.694168,Culex,31,2005,GALLATIN_31_2005,GAL12-05,8/4/05,PID194318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,35,Female,VECWNV,NEGATIVE,0,-88.136667,37.694168,Culex,31,2005,GALLATIN_31_2005,GAL13-05,8/4/05,PID194322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.135701,37.699233,Culex,26,2005,GALLATIN_26_2005,GAL10-05,6/30/05,PID194312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.135701,37.699233,Culex,26,2005,GALLATIN_26_2005,GAL9-05,6/30/05,PID194401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,100,Female,VECWNV,NEGATIVE,0,-88.135701,37.699233,Culex,29,2005,GALLATIN_29_2005,GAL-SCR,7/21/05,PID194404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,38,Female,VECWNV,NEGATIVE,0,-88.536952,37.704004,Culex,33,2005,SALINE_33_2005,SAL35-05,8/19/05,PID192496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,28,Female,VECWNV,NEGATIVE,0,-88.186,37.710878,Culex,31,2005,GALLATIN_31_2005,GAL14-05,8/4/05,PID194331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,49,Female,VECWNV,NEGATIVE,0,-88.192601,37.719248,Culex,23,2005,GALLATIN_23_2005,GAL2-05,6/10/05,PID194359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-88.571532,37.719275,Culex,32,2005,SALINE_32_2005,SAL30-05,8/12/05,PID192472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,38,Female,VECWNV,NEGATIVE,0,-88.545145,37.720002,Culex,25,2005,SALINE_25_2005,SAL13-05,6/24/05,PID192357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-89.232509,37.720341,Culex,27,2005,JACKSON_27_2005,05-013-001,7/8/05,PID191373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,25,Female,VECWNV,NEGATIVE,0,-88.162496,37.720477,Culex,34,2005,GALLATIN_34_2005,GAL20-05,8/25/05,PID194356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-88.162496,37.720477,Culex,26,2005,GALLATIN_26_2005,GAL8-05,6/30/05,PID194395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.932593,37.721216,Culex,34,2005,WILLIAMSON_34_2005,WLM10,8/21/05,PID192992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
