COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W25,H1500W26,H1500W27,H1500W28,H1500W30,H1500W32,H1500W33,H1500W35,H1500W36,H1500W37,H1500W38,H1500W39,H1500W40,H1500W41,H1500W43,H3000W22,H3000W25,H3000W26,H3000W27,H3000W28,H3000W30,H3000W33,H3000W34,H3000W35,H3000W36,H3000W37,H3000W38,H3000W39,H3000W40,H3000W41,H3000W42,H3000W46
62984,GALLATIN,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.136667,37.694168,Culex,31,2007,GALLATIN_31_2007,GAL 18-07,8/2/07,PID194296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,46,Female,VECWNV,NEGATIVE,0,-88.136667,37.694168,Culex,31,2007,GALLATIN_31_2007,GAL-19-07,8/2/07,PID194352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-88.136667,37.694168,Culex,23,2007,GALLATIN_23_2007,GAL2-07,6/6/07,PID194360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.135701,37.699233,Culex,28,2007,GALLATIN_28_2007,GAL-13-07,7/11/07,PID194323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.135701,37.699233,Culex,28,2007,GALLATIN_28_2007,GAL-14-07,7/12/07,PID194332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,37,Female,VECWNV,POSITIVE,1,-88.135701,37.699233,Culex,33,2007,GALLATIN_33_2007,GAL-25-07,8/16/07,PID194372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.237498,37.708928,Culex,22,2007,JACKSON_22_2007,07-005-001,5/29/07,PID191381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.237498,37.708928,Culex,28,2007,JACKSON_28_2007,07-005-002,7/9/07,PID191382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,44,Female,VECWNV,NEGATIVE,0,-89.237498,37.708928,Culex,36,2007,JACKSON_36_2007,07-005-003,9/4/07,PID191383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.192601,37.719248,Culex,31,2007,GALLATIN_31_2007,GAL-16-08,8/2/07,PID194338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.192601,37.719248,Culex,31,2007,GALLATIN_31_2007,GAL-17-07,8/3/07,PID194342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.162496,37.720477,Culex,31,2007,GALLATIN_31_2007,GAL-20-07,8/2/07,PID194357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,45,Female,VECWNV,NEGATIVE,0,-88.162496,37.720477,Culex,31,2007,GALLATIN_31_2007,GAL-21-07,8/2/07,PID194361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,14,Female,VECWNV,NEGATIVE,0,-88.162496,37.720477,Culex,36,2007,GALLATIN_36_2007,GAL-28,9/7/07,PID194376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62984,GALLATIN,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-88.162496,37.720477,Culex,23,2007,GALLATIN_23_2007,GAL3-07,6/6/07,PID194378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-88.932593,37.721216,Culex,22,2007,WILLIAMSON_22_2007,16WLM,5/28/07,PID192956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-88.932593,37.721216,Culex,24,2007,WILLIAMSON_24_2007,18WLM,6/11/07,PID192958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.932593,37.721216,Culex,25,2007,WILLIAMSON_25_2007,WLM22,6/17/07,PID193025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,32,Female,VECWNV,NEGATIVE,0,-88.572351,37.726889,Culex,32,2007,SALINE_32_2007,SAL26-07,8/10/07,PID192451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,25,Female,VECWNV,NEGATIVE,0,-88.921304,37.726907,Culex,23,2007,WILLIAMSON_23_2007,17WLM,6/4/07,PID192957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.921304,37.726907,Culex,24,2007,WILLIAMSON_24_2007,19WLM,6/11/07,PID192959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,7,Female,PCRWNV,POSITIVE,1,-89.203759,37.72829,Culex,28,2007,JACKSON_28_2007,S07-102,7/12/07,PID191639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,44,Female,PCRWNV,NEGATIVE,0,-89.203759,37.72829,Culex,30,2007,JACKSON_30_2007,S07-143,7/24/07,PID191640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.203759,37.72829,Culex,30,2007,JACKSON_30_2007,S07-144,7/24/07,PID191641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-89.203759,37.72829,Culex,32,2007,JACKSON_32_2007,S07-195,8/10/07,PID191642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-89.203759,37.72829,Culex,32,2007,JACKSON_32_2007,S07-196,8/10/07,PID191643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-89.203759,37.72829,Culex,32,2007,JACKSON_32_2007,S07-197,8/10/07,PID191644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-89.203759,37.72829,Culex,25,2007,JACKSON_25_2007,S07-68,6/17/07,PID191645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,-89.203759,37.72829,Culex,25,2007,JACKSON_25_2007,S07-69,6/17/07,PID191646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,37,Female,PCRWNV,NEGATIVE,0,-89.203759,37.72829,Culex,25,2007,JACKSON_25_2007,S07-70,6/17/07,PID191647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.938094,37.732481,Culex,22,2007,WILLIAMSON_22_2007,13WLM,5/29/07,PID192953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.938094,37.732481,Culex,22,2007,WILLIAMSON_22_2007,13WM,5/29/07,PID192954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.938094,37.732481,Culex,22,2007,WILLIAMSON_22_2007,15WLM,5/29/07,PID192955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.938094,37.732481,Culex,22,2007,WILLIAMSON_22_2007,WLM12,5/29/07,PID192997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62959,WILLIAMSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.938094,37.732481,Culex,22,2007,WILLIAMSON_22_2007,WLM14,5/29/07,PID193005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.246255,37.732606,Culex,22,2007,JACKSON_22_2007,07-026-001,5/29/07,PID191391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,11,Female,VECWNV,NEGATIVE,0,-89.246255,37.732606,Culex,36,2007,JACKSON_36_2007,07-026-002,9/4/07,PID191392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.246255,37.732606,Culex,22,2007,JACKSON_22_2007,07-027-001,5/29/07,PID191393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,41,Female,VECWNV,NEGATIVE,0,-89.246255,37.732606,Culex,30,2007,JACKSON_30_2007,07-027-002,7/23/07,PID191394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-88.536262,37.733178,Culex,26,2007,SALINE_26_2007,SAL9-07,6/29/07,PID192542,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.527203,37.733584,Culex,26,2007,SALINE_26_2007,SAL8-07,6/29/07,PID192540,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.545204,37.735377,Culex,26,2007,SALINE_26_2007,SAL19-07,6/27/07,PID192396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.545204,37.735377,Culex,30,2007,SALINE_30_2007,SAL20-07,7/27/07,PID192405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.542336,37.737154,Culex,31,2007,SALINE_31_2007,SAL23-07,8/3/07,PID192432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
62946,SALINE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.542336,37.737154,Culex,31,2007,SALINE_31_2007,SAL24-07,8/3/07,PID192439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
62934,GALLATIN,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-88.343396,37.737174,Culex,29,2007,GALLATIN_29_2007,GAL-15-07,7/17/07,PID192212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.266837,37.739277,Culex,22,2007,JACKSON_22_2007,07-008-005,5/29/07,PID191384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.266837,37.739277,Culex,22,2007,JACKSON_22_2007,07-008-006,5/29/07,PID191385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.266837,37.739277,Culex,22,2007,JACKSON_22_2007,07-008-007,5/29/07,PID191386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.266837,37.739277,Culex,25,2007,JACKSON_25_2007,07-008-008,6/18/07,PID191387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,47,Female,VECWNV,NEGATIVE,0,-89.266837,37.739277,Culex,25,2007,JACKSON_25_2007,07-008-009,6/18/07,PID191388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,JACKSON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.266837,37.739277,Culex,27,2007,JACKSON_27_2007,07-008-010,7/5/07,PID191389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
