COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W28,H1500W31,H1500W33,H1500W34,H1500W35,H1500W36,H1500W37,H3000W28,H3000W32,H3000W33,H3000W34,H3000W35,H3000W36,H3000W37,H3000W39,H3000W41
60005,COOK,GRAVID TRAP,45,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,28,2011,COOK_28_2011,252,7/11/11,PID000265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,24,2011,COOK_24_2011,26,6/12/11,PID000275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,24,2011,COOK_24_2011,27,6/12/11,PID000287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,28,2011,COOK_28_2011,276,7/13/11,PID000292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,29,2011,COOK_29_2011,325,7/17/11,PID000327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,29,2011,COOK_29_2011,341-1,7/18/11,PID000342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,29,2011,COOK_29_2011,342,7/18/11,PID000343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,45,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,29,2011,COOK_29_2011,385,7/19/11,PID000381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,29,2011,COOK_29_2011,386,7/19/11,PID000382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,34,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,29,2011,COOK_29_2011,398,7/20/11,PID000395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,30,2011,COOK_30_2011,421,7/24/11,PID000411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,30,2011,COOK_30_2011,422,7/24/11,PID000412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,30,2011,COOK_30_2011,446,7/25/11,PID000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,15,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,30,2011,COOK_30_2011,472,7/27/11,PID000444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,31,2011,COOK_31_2011,478,7/31/11,PID000447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,24,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,24,2011,COOK_24_2011,49,6/14/11,PID000455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,31,2011,COOK_31_2011,508,8/1/11,PID000464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,26,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,31,2011,COOK_31_2011,518,8/3/11,PID000468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,32,2011,COOK_32_2011,539,8/7/11,PID000483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,38,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,33,2011,COOK_33_2011,572,8/14/11,PID000506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,33,2011,COOK_33_2011,573,8/14/11,PID000509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,21,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,33,2011,COOK_33_2011,598,8/16/11,PID000528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,12,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,33,2011,COOK_33_2011,618,8/17/11,PID000547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,26,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,25,2011,COOK_25_2011,62,6/19/11,PID000549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,35,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,34,2011,COOK_34_2011,635,8/21/11,PID000563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,41,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,34,2011,COOK_34_2011,636,8/21/11,PID000564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,34,2011,COOK_34_2011,650,8/22/11,PID000577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,34,2011,COOK_34_2011,660,8/23/11,PID000591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,34,2011,COOK_34_2011,661,8/23/11,PID000593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,34,2011,COOK_34_2011,668,8/24/11,PID000598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,34,2011,COOK_34_2011,669,8/24/11,PID000599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,35,2011,COOK_35_2011,681,8/28/11,PID000612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,35,2011,COOK_35_2011,682,8/28/11,PID000613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,35,2011,COOK_35_2011,683,8/28/11,PID000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,35,2011,COOK_35_2011,707,8/30/11,PID000635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,35,2011,COOK_35_2011,708,8/30/11,PID000637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,35,2011,COOK_35_2011,732,9/1/11,PID000651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,35,2011,COOK_35_2011,740,9/1/11,PID000660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,30,Female,RAMP WNV,POSITIVE,1,-87.9759,42.079433,Culex,36,2011,COOK_36_2011,748,9/6/11,PID000664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,41,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,36,2011,COOK_36_2011,749,9/6/11,PID000665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,36,2011,COOK_36_2011,775,9/8/11,PID000685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.9759,42.079433,Culex,36,2011,COOK_36_2011,776,9/8/11,PID000686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,37,2011,COOK_37_2011,799,9/12/11,PID000703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,37,2011,COOK_37_2011,800,9/12/11,PID000704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,14,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,25,2011,COOK_25_2011,82,6/20/11,PID000715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,47,Female,PCRWNV,POSITIVE,1,-87.9759,42.079433,Culex,37,2011,COOK_37_2011,822,9/14/11,PID000717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9759,42.079433,Culex,38,2011,COOK_38_2011,829,9/18/11,PID000724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,45,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,25,2011,COOK_25_2011,83,6/21/11,PID000725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,22,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,26,2011,COOK_26_2011,107,6/26/11,PID000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,43,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,26,2011,COOK_26_2011,108,6/26/11,PID000864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,22,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,26,2011,COOK_26_2011,109,6/26/11,PID000867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,26,2011,COOK_26_2011,128,6/28/11,PID000973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,26,2011,COOK_26_2011,129,6/28/11,PID000978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,26,2011,COOK_26_2011,130,6/28/11,PID000983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,43,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,27,2011,COOK_27_2011,157,7/4/11,PID001089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2011,COOK_27_2011,158,7/4/11,PID001093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,49,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2011,COOK_27_2011,159,7/4/11,PID001098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,23,2011,COOK_23_2011,18,6/8/11,PID001181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,34,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,27,2011,COOK_27_2011,190,7/5/11,PID001206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,42,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2011,COOK_27_2011,191,7/5/11,PID001209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,27,2011,COOK_27_2011,204,7/6/11,PID001230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2011,COOK_27_2011,205,7/6/11,PID001233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,37,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2011,COOK_27_2011,206,7/6/11,PID001235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,27,2011,COOK_27_2011,216,7/6/11,PID001247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,27,2011,COOK_27_2011,230,7/7/11,PID001267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,41,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,28,2011,COOK_28_2011,231,7/10/11,PID001271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,36,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2011,COOK_27_2011,232,7/7/11,PID001272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,28,2011,COOK_28_2011,233,7/10/11,PID001275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,28,2011,COOK_28_2011,234,7/10/11,PID001277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,28,2011,COOK_28_2011,258,7/11/11,PID001307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,28,2011,COOK_28_2011,259,7/11/11,PID001309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,34,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,28,2011,COOK_28_2011,284,7/13/11,PID001343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,35,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,28,2011,COOK_28_2011,285,7/13/11,PID001345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,44,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,28,2011,COOK_28_2011,286,7/13/11,PID001346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,31,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,28,2011,COOK_28_2011,287,7/13/11,PID001349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,46,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,29,2011,COOK_29_2011,330,7/17/11,PID001428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2011,COOK_29_2011,331,7/17/11,PID001429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,29,2011,COOK_29_2011,347,7/18/11,PID001452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,29,2011,COOK_29_2011,348,7/18/11,PID001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2011,COOK_29_2011,349,7/18/11,PID001458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,24,2011,COOK_24_2011,35,6/13/11,PID001461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,37,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,24,2011,COOK_24_2011,36,6/13/11,PID001479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,45,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,29,2011,COOK_29_2011,393,7/19/11,PID001534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,35,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,29,2011,COOK_29_2011,394,7/19/11,PID001539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,42,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2011,COOK_29_2011,395,7/19/11,PID001542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,30,2011,COOK_30_2011,430,7/24/11,PID001602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,30,2011,COOK_30_2011,431,7/24/11,PID001605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,30,2011,COOK_30_2011,432,7/24/11,PID001609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,45,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,30,2011,COOK_30_2011,433,7/24/11,PID001612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,32,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,30,2011,COOK_30_2011,434,7/24/11,PID001613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,30,2011,COOK_30_2011,435,7/24/11,PID001615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,30,2011,COOK_30_2011,443,7/25/11,PID001637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,30,2011,COOK_30_2011,453,7/25/11,PID001656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,42,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,30,2011,COOK_30_2011,454,7/25/11,PID001659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,18,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,30,2011,COOK_30_2011,466,7/26/11,PID001686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.04102,42.00442,Culex,31,2011,COOK_31_2011,486,7/31/11,PID001715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,31,2011,COOK_31_2011,487,7/31/11,PID001716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,24,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,31,2011,COOK_31_2011,488,7/31/11,PID001717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-87.97607,42.02747,Culex,31,2011,COOK_31_2011,489,7/31/11,PID001720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,31,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,31,2011,COOK_31_2011,512,8/1/11,PID001764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,-87.953531,42.01279,Culex,31,2011,COOK_31_2011,513,8/1/11,PID001765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-88.04102,42.00442,Culex,31,2011,COOK_31_2011,524,8/3/11,PID001780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,13,Female,PCRWNV,POSITIVE,1,-87.953531,42.01279,Culex,31,2011,COOK_31_2011,525,8/3/11,PID001782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
