COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W28,H1500W30,H1500W31,H1500W32,H1500W33,H1500W34,H1500W35,H1500W36,H1500W37,H1500W38,H1500W39,H1500W40,H3000W24,H3000W28,H3000W30,H3000W31,H3000W32,H3000W33,H3000W34,H3000W35,H3000W36,H3000W37,H3000W38,H3000W39,H3000W40,H3000W42
60005,COOK,GRAVID TRAP,1,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,35,2017,COOK_35_2017,931,9/1/17,PID000767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,Culex,37,2017,COOK_37_2017,972,9/15/17,PID000785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60005,COOK,GRAVID TRAP,17,Female,RAMP WNV,POSITIVE,1,-87.998563,42.083591,Culex,38,2017,COOK_38_2017,988,9/20/17,PID000791,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,23,2017,COOK_23_2017,101,6/9/17,PID000810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,23,2017,COOK_23_2017,103,6/10/17,PID000827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,24,2017,COOK_24_2017,118,6/13/17,PID000935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,24,2017,COOK_24_2017,121,6/13/17,PID000944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,9,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,24,2017,COOK_24_2017,129,6/13/17,PID000979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,47,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,24,2017,COOK_24_2017,140,6/16/17,PID001018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,24,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,24,2017,COOK_24_2017,146,6/16/17,PID001051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,23,Female,RAMP WNV,NEGATIVE,0,-88.013359,42.000965,Culex,24,2017,COOK_24_2017,149,6/16/17,PID001063,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,24,2017,COOK_24_2017,155,6/17/17,PID001082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,24,2017,COOK_24_2017,167,6/17/17,PID001130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,-88.013359,42.000965,Culex,26,2017,COOK_26_2017,252,6/27/17,PID001302,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,26,2017,COOK_26_2017,254,6/27/17,PID001304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,40,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,26,2017,COOK_26_2017,261,6/27/17,PID001311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,26,2017,COOK_26_2017,271,6/29/17,PID001323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,56,Female,RAMP WNV,NEGATIVE,0,-88.013359,42.000965,Culex,26,2017,COOK_26_2017,288,6/30/17,PID001354,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,26,2017,COOK_26_2017,295,6/30/17,PID001364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,26,2017,COOK_26_2017,296,6/30/17,PID001367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,26,2017,COOK_26_2017,314,7/1/17,PID001394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,26,2017,COOK_26_2017,319,7/1/17,PID001400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,26,2017,COOK_26_2017,320,7/1/17,PID001406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,26,2017,COOK_26_2017,321,7/1/17,PID001412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,-88.013359,42.000965,Culex,26,2017,COOK_26_2017,322,7/1/17,PID001416,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,27,2017,COOK_27_2017,338,7/6/17,PID001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,14,Female,RAMP WNV,NEGATIVE,0,-88.013359,42.000965,Culex,27,2017,COOK_27_2017,354,7/6/17,PID001469,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2017,COOK_27_2017,357,7/6/17,PID001475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,24,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,22,2017,COOK_22_2017,36,5/31/17,PID001480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,36,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,27,2017,COOK_27_2017,363,7/8/17,PID001485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2017,COOK_27_2017,364,7/8/17,PID001488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,27,2017,COOK_27_2017,365,7/8/17,PID001491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,48,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,22,2017,COOK_22_2017,38,5/31/17,PID001517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,9,Female,RAMP WNV,NEGATIVE,0,-88.013359,42.000965,Culex,27,2017,COOK_27_2017,382,7/8/17,PID001522,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,28,2017,COOK_28_2017,398,7/11/17,PID001545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,-88.013359,42.000965,Culex,28,2017,COOK_28_2017,403,7/11/17,PID001552,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,28,2017,COOK_28_2017,405,7/11/17,PID001555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,28,2017,COOK_28_2017,411,7/12/17,PID001569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,28,2017,COOK_28_2017,419,7/12/17,PID001585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,-88.013359,42.000965,Culex,28,2017,COOK_28_2017,422,7/12/17,PID001588,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,38,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,28,2017,COOK_28_2017,438,7/14/17,PID001621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,-88.013359,42.000965,Culex,28,2017,COOK_28_2017,440,7/14/17,PID001628,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,28,2017,COOK_28_2017,445,7/14/17,PID001644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,34,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,28,2017,COOK_28_2017,470,7/15/17,PID001690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.953531,42.01279,Culex,28,2017,COOK_28_2017,472,7/15/17,PID001695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,1,Female,RAMP WNV,NEGATIVE,0,-88.013359,42.000965,Culex,28,2017,COOK_28_2017,478,7/15/17,PID001704,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,9,Female,RAMP WNV,NEGATIVE,0,-88.013359,42.000965,Culex,29,2017,COOK_29_2017,495,7/18/17,PID001731,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,26,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,29,2017,COOK_29_2017,496,7/18/17,PID001736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2017,COOK_29_2017,504,7/18/17,PID001751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2017,COOK_29_2017,505,7/18/17,PID001752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,-88.013359,42.000965,Culex,29,2017,COOK_29_2017,507,7/19/17,PID001754,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,29,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2017,COOK_29_2017,509,7/19/17,PID001760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,38,Female,RAMP WNV,POSITIVE,1,-87.97607,42.02747,Culex,29,2017,COOK_29_2017,510,7/19/17,PID001762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,22,2017,COOK_22_2017,52,6/2/17,PID001776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,47,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2017,COOK_29_2017,539,7/20/17,PID001805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,10,Female,RAMP WNV,POSITIVE,1,-87.97607,42.02747,Culex,29,2017,COOK_29_2017,541,7/20/17,PID001808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,18,Female,RAMP WNV,POSITIVE,1,-88.013359,42.000965,Culex,29,2017,COOK_29_2017,542,7/20/17,PID001810,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.953531,42.01279,Culex,29,2017,COOK_29_2017,549,7/21/17,PID001829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,49,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,22,2017,COOK_22_2017,55,6/2/17,PID001831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,29,2017,COOK_29_2017,553,7/21/17,PID001837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,7,Female,RAMP WNV,NEGATIVE,0,-88.013359,42.000965,Culex,29,2017,COOK_29_2017,572,7/22/17,PID001856,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,34,Female,RAMP WNV,POSITIVE,1,-87.97607,42.02747,Culex,29,2017,COOK_29_2017,573,7/22/17,PID001859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,29,2017,COOK_29_2017,576,7/22/17,PID001863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.953531,42.01279,Culex,29,2017,COOK_29_2017,578,7/22/17,PID001867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
